date,max_temperature_c,min_temperature_c,avg_temperature_c,humidity_percent,wind_speed_kmh,rainfall_mm,pm25_air_pollution,uv_index,heat_index,elderly_population_pct,population_density,poverty_index,heatwave,consecutive_heat_days,mortality_count,mortality_risk_level
2020-05-04,41.78,33.9,35.02,70.01,13.96,2.23,16.23,6.68,48.78,9.62,4982.62,0.49,1,93,58,High
2020-05-05,39.94,30.98,34.96,73.95,10.32,2.43,16.16,7.66,47.34,15.98,2021.94,0.35,1,94,64,High
2020-05-06,42.86,31.93,34.9,60.42,7.28,4.07,28.47,8.48,48.9,15.96,3711.88,0.72,1,95,62,High
2020-05-07,39.99,31.58,34.84,64.11,12.87,0.74,23.22,5.26,46.4,17.55,5719.21,0.16,1,96,61,High
2020-05-08,38.05,28.61,34.78,65.41,11.99,1.38,11.54,11.19,44.6,9.2,4529.39,0.43,1,97,60,High
2020-05-09,42.76,32.6,34.71,78.57,6.92,1.36,28.82,7.98,50.62,16.77,639.35,0.64,1,98,65,High
2020-05-10,40.73,29.43,34.65,86.77,11.14,9.61,13.48,8.57,49.4,11.93,7651.68,0.14,1,99,63,High
2020-05-11,37.51,31.0,34.58,61.95,12.99,1.76,26.12,6.85,43.7,15.1,6836.12,0.59,1,100,64,High
2020-05-12,39.14,30.94,34.52,80.77,13.55,4.22,26.91,5.35,47.21,18.83,2454.09,0.67,1,101,62,High
2020-05-13,37.7,29.26,34.45,48.3,9.8,4.17,32.08,6.79,42.53,17.88,5123.44,0.56,1,102,67,High
2020-05-14,36.61,29.87,34.38,58.06,8.93,0.93,39.25,8.44,42.42,9.66,7424.3,0.11,1,103,65,High
2020-05-15,41.16,29.45,34.31,60.41,13.68,2.54,14.08,9.35,47.2,16.28,1220.08,0.23,1,104,62,High
2020-05-16,43.05,28.78,34.23,56.47,6.37,6.74,24.58,8.32,48.7,21.57,4272.72,0.34,1,105,66,High
2020-05-17,36.36,30.66,34.16,54.16,11.32,1.93,22.79,8.69,41.78,10.19,3921.82,0.26,1,106,65,High
2020-05-18,40.21,31.0,34.08,74.13,5.89,8.71,28.47,7.33,47.62,19.94,3576.54,0.77,1,107,70,High
2020-05-19,37.71,31.64,34.01,67.86,13.2,0.72,26.73,8.99,44.49,17.84,6766.91,0.56,1,108,70,High
2020-05-20,37.96,31.17,33.93,73.79,9.23,0.23,22.18,10.97,45.34,18.84,3354.85,0.31,1,109,67,High
2020-05-21,37.67,25.43,33.85,76.9,13.81,6.66,21.47,9.41,45.36,11.95,977.47,0.75,1,110,68,High
2020-05-22,37.04,27.91,33.77,72.66,11.47,5.65,16.07,9.62,44.31,12.03,993.78,0.62,1,111,67,High
2020-05-23,38.79,31.72,33.69,76.58,6.33,14.71,32.9,8.59,46.45,20.68,820.58,0.3,1,112,73,High
2020-05-24,36.95,31.59,33.61,69.3,14.27,3.41,28.67,4.99,43.88,13.04,3568.59,0.37,1,113,71,High
2020-05-25,39.07,28.8,33.53,58.13,14.65,8.28,32.34,5.91,44.88,8.88,5888.05,0.24,1,114,68,High
2020-05-26,38.34,28.62,33.44,80.58,12.65,5.26,22.52,8.91,46.4,16.41,2027.92,0.78,1,115,71,High
2020-05-27,37.88,28.53,33.36,64.11,7.72,5.58,19.75,7.98,44.29,9.75,5348.51,0.46,1,116,67,High
2020-05-28,36.46,29.65,33.27,60.64,9.08,2.53,16.37,8.88,42.52,19.15,5653.16,0.73,1,117,69,High
2020-05-29,37.03,29.37,33.18,68.22,10.44,1.45,27.87,11.35,43.85,16.98,2414.02,0.34,1,118,73,High
2020-05-30,39.61,28.6,33.1,60.87,7.89,8.18,16.68,9.45,45.69,20.25,5004.18,0.7,1,119,68,High
2020-05-31,39.01,28.88,33.01,65.83,15.08,1.7,39.79,10.52,45.59,18.99,5636.51,0.14,1,120,77,High
2020-06-01,35.96,32.25,32.92,73.44,10.43,2.32,14.54,8.19,43.31,9.57,3999.6,0.79,1,121,67,High
2020-06-02,38.03,29.17,32.83,73.48,1.89,1.77,27.19,6.39,45.37,13.33,3025.37,0.74,1,122,72,High
2020-06-03,39.24,30.01,32.74,61.02,11.02,2.5,37.53,7.88,45.34,18.84,5143.64,0.35,1,123,78,High
2020-06-04,34.3,28.38,32.64,65.12,8.96,1.91,29.79,6.39,40.82,13.84,7833.85,0.64,0,0,21,High
2020-06-05,38.64,24.07,32.55,80.74,9.78,0.15,26.41,11.12,46.71,21.61,3701.31,0.63,1,1,27,High
2020-06-06,36.13,27.9,32.46,74.96,8.89,6.41,17.25,9.58,43.63,18.3,3438.01,0.73,1,2,22,High
2020-06-07,38.5,28.83,32.36,90.75,12.42,1.76,13.95,9.04,47.58,8.22,3982.0,0.32,1,3,23,High
2020-06-08,35.74,26.88,32.27,81.8,13.36,2.67,31.16,10.47,43.92,20.32,1071.64,0.43,1,4,29,High
2020-06-09,33.56,27.45,32.17,81.44,10.85,0.45,37.05,3.96,41.7,9.41,4648.72,0.71,0,0,21,High
2020-06-10,33.82,27.44,32.07,56.12,8.98,0.01,21.49,9.18,39.43,9.97,2965.23,0.65,0,0,17,Moderate
2020-06-11,37.07,27.07,31.98,77.64,9.88,0.84,15.89,5.38,44.84,18.28,1410.67,0.38,1,1,26,High
2020-06-12,37.4,24.79,31.88,69.47,10.06,3.66,5.33,7.99,44.34,20.11,3996.93,0.69,1,2,21,High
2020-06-13,34.97,29.48,31.78,64.49,7.59,0.31,17.15,7.38,41.42,15.51,525.38,0.13,0,0,20,High
2020-06-14,37.96,26.97,31.68,71.68,11.74,7.19,24.09,9.32,45.13,12.05,3513.39,0.65,1,1,24,High
2020-06-15,33.26,28.97,31.58,79.45,11.38,0.73,37.79,8.46,41.2,12.92,1293.01,0.24,0,0,22,High
2020-06-16,36.35,26.65,31.48,75.01,14.62,0.69,30.39,10.69,43.85,12.8,682.2,0.3,1,1,23,High
2020-06-17,33.96,28.76,31.38,61.22,13.77,0.6,27.44,6.8,40.08,12.57,6683.56,0.45,0,0,19,High
2020-06-18,34.98,27.91,31.28,77.42,7.94,0.04,21.8,9.42,42.72,11.4,7371.87,0.41,0,0,19,High
2020-06-19,36.27,27.62,31.18,63.62,12.46,4.43,20.33,8.32,42.64,16.52,2057.56,0.46,1,1,24,High
2020-06-20,34.36,25.61,31.08,72.17,7.15,6.24,36.25,4.73,41.57,20.61,4544.74,0.48,0,0,22,High
2020-06-21,35.21,25.6,30.98,66.97,12.09,2.86,26.61,6.16,41.9,12.3,2584.69,0.33,1,1,25,High
2020-06-22,37.89,28.74,30.87,67.81,8.45,0.63,8.18,7.7,44.67,10.61,4201.83,0.22,1,2,21,High
2020-06-23,34.62,26.69,30.77,77.66,6.93,1.01,19.61,10.22,42.38,19.74,3774.73,0.64,0,0,19,High
2020-06-24,37.34,27.73,30.67,59.6,10.84,1.94,18.13,8.93,43.3,18.38,2517.88,0.38,1,1,22,High
2020-06-25,33.31,28.45,30.57,89.45,1.98,9.26,20.63,5.66,42.25,21.03,5752.95,0.45,0,0,21,High
2020-06-26,36.52,26.79,30.46,51.79,4.75,0.85,29.5,7.72,41.7,10.32,1448.68,0.55,1,1,24,High
2020-06-27,38.24,26.82,30.36,64.02,9.47,3.95,24.14,12.04,44.65,10.02,898.05,0.74,1,2,23,High
2020-06-28,30.31,22.62,30.26,73.7,10.25,1.74,24.39,8.22,37.69,15.58,6257.57,0.6,0,0,19,High
2020-06-29,33.56,25.51,30.15,75.84,8.89,1.06,35.51,7.35,41.15,16.6,5494.48,0.13,0,0,25,High
2020-06-30,36.21,28.12,30.05,69.0,5.26,1.83,19.43,8.98,43.11,14.72,4238.95,0.69,1,1,24,High
2020-07-01,34.54,26.8,29.95,69.43,7.55,0.22,39.91,9.53,41.48,16.39,4008.42,0.79,0,0,26,High
2020-07-02,35.59,24.31,29.85,74.11,11.17,4.81,19.63,7.09,43.0,10.53,4230.59,0.43,1,1,25,High
2020-07-03,33.53,22.61,29.74,67.69,11.75,0.84,25.71,9.01,40.3,14.71,3777.68,0.78,0,0,19,High
2020-07-04,34.81,28.02,29.64,83.93,9.95,3.88,22.75,7.34,43.21,17.21,3446.69,0.48,0,0,24,High
2020-07-05,34.22,28.36,29.54,78.39,13.47,0.21,25.99,9.44,42.06,14.06,4247.68,0.42,0,0,24,High
2020-07-06,36.77,22.63,29.43,78.73,11.19,9.31,28.56,8.34,44.64,17.51,4463.86,0.33,1,1,28,High
2020-07-07,34.84,24.75,29.33,60.34,7.76,0.64,28.47,8.96,40.87,14.32,5689.27,0.56,0,0,23,High
2020-07-08,34.9,26.53,29.23,69.21,9.16,6.43,18.98,6.48,41.82,12.67,5834.05,0.26,0,0,22,High
2020-07-09,33.3,24.32,29.13,67.0,5.79,4.97,16.02,6.36,40.0,12.25,3332.22,0.17,0,0,18,Moderate
2020-07-10,33.05,28.98,29.02,59.94,9.68,10.31,45.03,9.89,39.04,13.75,3601.55,0.12,0,0,20,High
2020-07-11,33.06,24.92,28.92,73.6,13.34,1.95,21.13,7.84,40.42,8.32,3302.73,0.3,0,0,18,Moderate
2020-07-12,34.61,24.33,28.82,64.62,12.06,3.9,30.59,8.57,41.07,17.36,4524.02,0.38,0,0,18,Moderate
2020-07-13,32.88,23.33,28.72,76.55,14.21,1.39,12.14,7.39,40.53,19.83,3900.15,0.49,0,0,23,High
2020-07-14,34.2,26.14,28.62,59.3,9.09,0.61,22.76,9.8,40.13,12.96,7171.97,0.3,0,0,19,High
2020-07-15,37.67,24.39,28.52,87.19,14.04,1.76,23.98,6.78,46.39,8.64,5722.71,0.79,1,1,27,High
2020-07-16,35.16,25.81,28.42,61.04,9.42,0.54,28.78,7.73,41.26,21.81,7239.92,0.3,1,2,22,High
2020-07-17,32.67,23.94,28.32,72.19,14.41,12.06,5.0,9.57,39.89,11.69,5818.53,0.41,0,0,19,High
2020-07-18,35.62,25.56,28.22,77.92,9.93,0.3,26.33,10.35,43.41,9.77,7782.44,0.17,1,1,22,High
2020-07-19,32.31,24.73,28.12,64.29,12.12,2.67,15.8,6.95,38.73,13.18,5268.03,0.28,0,0,15,Moderate
2020-07-20,28.95,25.52,28.02,78.52,14.43,2.95,27.59,11.92,36.8,18.34,7726.63,0.13,0,0,23,High
2020-07-21,30.91,22.95,27.93,57.71,9.42,2.32,16.71,8.63,36.68,12.11,1686.27,0.49,0,0,19,High
2020-07-22,29.09,22.54,27.83,84.52,10.66,3.26,18.16,5.91,37.54,16.05,893.58,0.63,0,0,19,High
2020-07-23,32.03,24.09,27.73,70.14,13.87,0.37,22.81,8.74,39.04,13.82,4843.44,0.24,0,0,19,High
2020-07-24,32.68,23.58,27.64,64.04,9.6,2.43,16.58,7.23,39.08,9.65,7876.2,0.36,0,0,19,High
2020-07-25,35.9,25.72,27.54,67.01,6.04,1.02,21.2,8.87,42.6,12.62,3632.04,0.11,1,1,23,High
2020-07-26,33.1,23.9,27.45,78.09,16.43,8.45,15.45,7.91,40.91,18.15,2090.33,0.69,0,0,19,High
2020-07-27,31.92,23.43,27.36,64.16,8.59,4.31,10.33,8.15,38.33,16.57,4411.56,0.65,0,0,17,Moderate
2020-07-28,33.92,19.33,27.26,62.51,10.48,10.78,33.14,6.18,40.17,9.68,5365.99,0.14,0,0,24,High
2020-07-29,27.75,24.84,27.17,67.78,13.47,0.11,14.63,9.98,34.53,10.29,2863.84,0.36,0,0,21,High
2020-07-30,32.55,20.89,27.08,58.23,8.17,1.01,23.57,5.69,38.38,16.97,5860.77,0.77,0,0,22,High
2020-07-31,33.53,21.5,26.99,88.21,6.98,0.65,31.02,5.78,42.35,19.39,7813.36,0.37,0,0,24,High
2020-08-01,28.95,22.48,26.9,64.34,10.76,0.03,20.08,8.73,35.38,12.89,7227.22,0.47,0,0,16,Moderate
2020-08-02,34.1,20.18,26.82,78.32,4.62,0.83,18.4,11.21,41.93,16.33,2686.89,0.35,0,0,19,High
2020-08-03,32.41,22.17,26.73,72.09,9.14,3.41,26.81,7.29,39.62,10.39,2950.43,0.52,0,0,18,Moderate
2020-08-04,30.81,22.06,26.64,60.15,10.74,0.79,33.94,9.4,36.83,12.36,3286.56,0.78,0,0,18,Moderate
2020-08-05,32.82,22.64,26.56,69.94,9.19,2.13,15.65,10.15,39.82,8.28,3459.15,0.8,0,0,22,High
2020-08-06,36.01,20.64,26.47,77.84,5.37,6.56,23.8,9.63,43.8,18.76,1252.4,0.64,1,1,28,High
2020-08-07,31.75,20.75,26.39,68.12,14.78,3.55,11.14,7.38,38.57,13.61,6214.72,0.38,0,0,19,High
2020-08-08,31.8,23.25,26.31,81.93,10.31,1.51,21.85,5.82,40.0,19.43,3240.04,0.45,0,0,19,High
2020-08-09,30.31,24.21,26.23,80.22,14.29,1.4,25.27,3.58,38.33,17.92,7098.65,0.35,0,0,22,High
2020-08-10,29.45,22.45,26.15,79.19,9.22,1.82,18.16,7.47,37.37,19.6,7452.05,0.79,0,0,19,High
2020-08-11,32.73,23.27,26.07,65.4,7.36,0.58,21.34,10.36,39.27,12.0,683.23,0.6,0,0,15,Moderate
2020-08-12,29.28,22.09,25.99,59.2,10.81,3.02,13.73,5.75,35.2,10.59,7913.77,0.41,0,0,16,Moderate
2020-08-13,31.06,20.06,25.92,63.86,9.35,1.36,25.62,9.4,37.44,21.61,5825.17,0.11,0,0,18,Moderate
2020-08-14,29.88,22.53,25.84,71.96,6.47,5.74,33.45,6.1,37.08,18.04,4402.94,0.46,0,0,19,High
2020-08-15,31.72,21.83,25.77,75.46,14.41,4.24,16.22,8.21,39.27,19.68,3421.46,0.79,0,0,19,High
2020-08-16,31.36,21.61,25.69,48.28,8.13,2.83,20.02,9.42,36.19,8.18,4388.89,0.47,0,0,15,Moderate
2020-08-17,32.7,20.35,25.62,69.92,4.48,1.36,29.02,6.68,39.69,12.96,2934.69,0.23,0,0,20,High
2020-08-18,29.53,24.92,25.55,71.58,13.98,0.71,34.7,8.34,36.69,18.4,5170.16,0.12,0,0,20,High
2020-08-19,29.94,22.39,25.48,67.22,8.49,4.49,13.05,7.17,36.67,9.09,1197.35,0.35,0,0,13,Moderate
2020-08-20,28.46,21.1,25.42,82.91,8.18,2.0,23.65,9.41,36.75,15.94,5158.42,0.74,0,0,22,High
2020-08-21,29.46,19.55,25.35,74.22,4.7,0.76,27.27,8.47,36.88,14.01,2565.09,0.8,0,0,17,Moderate
2020-08-22,31.04,22.02,25.29,83.1,15.22,0.65,24.18,8.11,39.35,8.25,632.26,0.76,0,0,17,Moderate
2020-08-23,31.74,24.04,25.22,67.84,6.13,0.54,5.19,11.12,38.52,11.3,4645.29,0.61,0,0,16,Moderate
2020-08-24,28.32,20.23,25.16,79.37,10.18,4.5,29.01,9.32,36.25,11.99,4838.36,0.49,0,0,19,High
2020-08-25,31.84,22.05,25.1,86.35,12.74,0.78,37.15,6.62,40.48,9.57,3699.27,0.51,0,0,25,High
2020-08-26,32.75,22.83,25.04,83.12,11.27,2.24,25.93,7.83,41.06,16.84,1042.15,0.48,0,0,22,High
2020-08-27,30.81,21.92,24.98,59.08,9.82,1.8,16.75,7.85,36.72,11.39,7200.07,0.59,0,0,18,Moderate
2020-08-28,33.68,21.21,24.93,67.46,4.9,2.6,20.89,8.16,40.43,11.89,5085.73,0.39,0,0,20,High
2020-08-29,28.33,21.78,24.87,66.55,7.57,6.29,39.16,13.05,34.98,20.58,1367.85,0.57,0,0,21,High
2020-08-30,27.33,24.13,24.82,74.89,10.56,6.07,32.28,8.74,34.82,14.54,4331.98,0.19,0,0,19,High
2020-08-31,26.21,19.42,24.77,76.86,7.64,1.8,30.12,3.93,33.9,13.49,4229.41,0.29,0,0,14,Moderate
2020-09-01,32.71,18.81,24.72,61.61,10.61,0.05,27.85,6.91,38.87,18.13,953.01,0.69,0,0,20,High
2020-09-02,30.98,19.69,24.67,70.68,12.05,1.67,19.71,4.14,38.05,20.73,5051.45,0.73,0,0,22,High
2020-09-03,29.51,22.33,24.62,49.8,12.89,2.8,23.4,7.34,34.49,8.35,6562.45,0.48,0,0,24,High
2020-09-04,30.14,20.88,24.58,84.42,6.32,2.45,24.38,4.03,38.58,14.28,6117.56,0.12,0,0,17,Moderate
2020-09-05,27.29,20.55,24.54,64.88,16.59,3.16,29.4,6.26,33.77,16.55,2022.27,0.75,0,0,19,High
2020-09-06,34.39,19.6,24.49,70.56,12.3,0.5,37.07,4.96,41.44,12.46,6967.19,0.59,0,0,21,High
2020-09-07,29.71,19.45,24.45,66.9,9.99,3.12,33.95,8.77,36.4,18.81,3069.07,0.39,0,0,24,High
2020-09-08,29.63,21.52,24.42,81.46,13.27,0.61,13.64,8.0,37.78,21.6,7598.81,0.52,0,0,17,Moderate
2020-09-09,30.83,20.26,24.38,41.62,17.1,4.17,26.79,8.61,34.99,21.21,1038.11,0.4,0,0,19,High
2020-09-10,30.31,19.66,24.34,69.83,5.68,1.24,30.89,7.79,37.29,11.72,4146.57,0.43,0,0,16,Moderate
2020-09-11,29.76,18.13,24.31,68.94,9.32,3.71,29.95,5.21,36.65,11.17,4978.43,0.72,0,0,18,Moderate
2020-09-12,27.7,19.22,24.28,65.46,2.86,0.15,19.97,9.03,34.24,21.4,2357.38,0.21,0,0,18,Moderate
2020-09-13,30.19,19.06,24.25,87.26,10.58,1.57,48.31,11.84,38.92,14.42,6285.35,0.17,0,0,25,High
2020-09-14,32.98,20.09,24.22,61.13,11.1,3.66,14.78,8.82,39.1,10.92,5201.72,0.1,0,0,15,Moderate
2020-09-15,31.88,18.08,24.19,77.72,9.88,0.77,16.33,7.15,39.66,17.9,635.82,0.32,0,0,21,High
2020-09-16,32.35,19.55,24.17,73.56,8.04,4.76,26.87,5.14,39.71,11.98,5062.76,0.2,0,0,20,High
2020-09-17,28.12,21.44,24.14,82.62,3.85,2.99,41.93,6.18,36.38,11.74,4186.09,0.25,0,0,21,High
2020-09-18,27.14,18.02,24.12,63.33,11.12,2.66,18.31,8.91,33.48,20.31,1970.22,0.11,0,0,19,High
2020-09-19,28.85,19.06,24.1,62.67,14.37,1.31,22.87,10.15,35.12,10.27,7968.11,0.26,0,0,14,Moderate
2020-09-20,29.2,20.75,24.08,80.96,8.23,1.98,33.62,8.52,37.29,8.9,7228.72,0.33,0,0,21,High
2020-09-21,31.26,20.79,24.07,74.25,11.32,2.73,24.86,9.6,38.68,11.77,2693.81,0.12,0,0,18,Moderate
2020-09-22,25.67,19.61,24.05,54.55,5.3,1.92,22.32,9.42,31.12,16.5,4558.03,0.53,0,0,18,Moderate
2020-09-23,32.1,19.35,24.04,64.61,11.37,3.6,29.53,9.01,38.56,9.72,2873.77,0.5,0,0,20,High
2020-09-24,28.71,19.73,24.03,73.86,8.82,1.71,27.18,6.68,36.1,14.6,6316.22,0.17,0,0,18,Moderate
2020-09-25,28.17,19.55,24.02,78.38,7.71,0.68,33.24,8.35,36.0,16.78,7477.49,0.52,0,0,19,High
2020-09-26,26.99,17.46,24.01,63.21,7.72,0.72,35.33,6.3,33.31,19.88,3191.21,0.8,0,0,21,High
2020-09-27,25.7,18.4,24.01,40.86,8.82,0.02,27.46,8.03,29.78,11.22,6541.88,0.76,0,0,17,Moderate
2020-09-28,30.65,19.72,24.0,75.23,11.15,1.07,27.33,8.66,38.17,19.44,4238.06,0.1,0,0,19,High
2020-09-29,29.15,18.59,24.0,57.8,6.06,4.15,26.71,11.36,34.93,11.29,3474.34,0.66,0,0,15,Moderate
2020-09-30,26.42,21.55,24.0,49.83,8.81,4.74,28.91,5.38,31.4,17.47,7538.16,0.35,0,0,18,Moderate
2020-10-01,26.41,19.4,24.0,41.68,9.88,0.68,25.44,8.96,30.58,14.03,4328.04,0.14,0,0,12,Low
2020-10-02,28.33,17.29,24.0,78.14,6.7,9.59,25.0,10.96,36.15,9.61,4005.58,0.31,0,0,15,Moderate
2020-10-03,32.35,20.34,24.01,71.29,15.39,2.09,34.57,9.52,39.48,18.0,5543.26,0.33,0,0,19,High
2020-10-04,28.5,21.29,24.02,67.74,7.44,7.47,37.13,9.67,35.27,11.05,2459.26,0.47,0,0,18,Moderate
2020-10-05,26.02,21.0,24.02,83.89,7.99,3.68,12.94,9.18,34.41,10.47,2935.95,0.56,0,0,13,Moderate
2020-10-06,28.54,21.67,24.03,76.37,7.07,3.85,25.08,10.6,36.18,13.02,7490.34,0.62,0,0,15,Moderate
2020-10-07,28.5,21.22,24.05,86.16,15.4,0.27,19.49,5.83,37.12,17.15,5588.97,0.27,0,0,17,Moderate
2020-10-08,23.67,20.62,24.06,56.07,11.66,0.75,22.51,5.23,29.27,11.28,6699.78,0.33,0,0,15,Moderate
2020-10-09,28.97,22.18,24.08,69.65,7.19,0.03,28.22,7.99,35.93,10.57,2533.34,0.32,0,0,16,Moderate
2020-10-10,28.63,20.07,24.09,53.83,13.32,3.78,30.36,3.68,34.01,8.14,4578.43,0.35,0,0,16,Moderate
2020-10-11,30.5,18.76,24.11,67.71,10.6,1.27,24.1,10.46,37.28,14.6,7785.47,0.8,0,0,23,High
2020-10-12,32.83,21.49,24.13,67.51,10.77,4.63,9.69,10.44,39.58,14.0,2890.28,0.64,0,0,18,Moderate
2020-10-13,31.41,17.88,24.16,76.27,8.97,1.24,17.28,7.13,39.04,11.27,1703.57,0.78,0,0,19,High
2020-10-14,28.64,19.41,24.18,70.46,7.75,5.13,32.17,7.26,35.69,8.75,4331.65,0.59,0,0,16,Moderate
2020-10-15,26.99,18.66,24.21,76.23,11.01,0.42,5.0,7.86,34.62,14.01,3408.66,0.38,0,0,20,High
2020-10-16,34.38,21.22,24.23,77.03,8.36,0.57,34.5,8.1,42.08,19.03,1696.83,0.37,0,0,22,High
2020-10-17,29.38,18.98,24.26,91.55,15.45,1.25,29.17,8.25,38.54,18.01,7164.14,0.44,0,0,21,High
2020-10-18,29.32,21.93,24.29,66.85,6.19,1.58,35.53,9.12,36.01,20.05,7930.43,0.39,0,0,23,High
2020-10-19,29.28,18.99,24.33,60.59,14.61,1.29,23.41,7.65,35.34,8.13,4764.37,0.68,0,0,16,Moderate
2020-10-20,29.76,20.1,24.36,72.46,9.67,4.33,8.51,9.89,37.0,21.53,6310.08,0.43,0,0,18,Moderate
2020-10-21,29.11,19.57,24.4,61.98,10.9,0.31,28.44,8.89,35.31,12.78,6942.79,0.31,0,0,17,Moderate
2020-10-22,28.29,22.2,24.43,84.82,12.5,1.3,35.2,6.79,36.77,21.87,5757.37,0.64,0,0,21,High
2020-10-23,28.38,21.82,24.47,67.17,8.11,5.45,32.4,10.67,35.1,11.54,831.17,0.7,0,0,19,High
2020-10-24,29.45,19.62,24.52,64.34,12.59,0.21,19.7,5.28,35.88,14.6,1682.26,0.39,0,0,19,High
2020-10-25,28.47,21.98,24.56,65.29,1.88,8.56,25.69,7.82,35.0,12.95,1032.42,0.57,0,0,16,Moderate
2020-10-26,28.18,19.91,24.6,77.18,7.84,12.87,20.74,9.93,35.89,12.98,574.1,0.14,0,0,16,Moderate
2020-10-27,29.86,22.7,24.65,68.42,7.23,0.28,18.45,6.55,36.7,19.79,2794.97,0.47,0,0,17,Moderate
2020-10-28,29.19,19.42,24.7,63.58,6.24,1.03,32.64,8.62,35.54,18.45,3442.67,0.13,0,0,17,Moderate
2020-10-29,32.75,22.59,24.74,86.65,9.36,1.4,15.42,9.09,41.42,21.89,2307.72,0.12,0,0,18,Moderate
2020-10-30,24.49,19.97,24.8,61.44,11.16,4.49,17.85,6.28,30.64,16.59,984.53,0.53,0,0,16,Moderate
2020-10-31,32.03,19.91,24.85,70.36,12.11,2.72,16.17,7.86,39.07,14.49,4473.97,0.31,0,0,21,High
2020-11-01,32.39,21.95,24.9,76.52,10.72,3.1,13.08,7.69,40.05,9.26,2549.89,0.62,0,0,20,High
2020-11-02,25.81,20.08,24.96,53.69,8.0,4.25,26.17,6.9,31.18,21.95,6470.28,0.73,0,0,12,Low
2020-11-03,29.33,20.62,25.01,74.8,11.11,0.38,34.29,12.6,36.81,15.72,560.39,0.2,0,0,20,High
2020-11-04,29.33,21.88,25.07,59.45,10.37,5.37,23.52,6.47,35.27,17.81,6818.95,0.61,0,0,16,Moderate
2020-11-05,27.32,22.64,25.13,78.23,12.81,3.67,12.95,10.01,35.14,13.69,7660.65,0.46,0,0,17,Moderate
2020-11-06,28.64,24.14,25.19,60.37,12.33,2.58,31.72,7.21,34.67,15.67,5871.01,0.18,0,0,18,Moderate
2020-11-07,28.03,20.73,25.25,76.93,10.09,6.61,38.49,5.83,35.73,21.2,6002.33,0.56,0,0,22,High
2020-11-08,33.82,23.67,25.32,81.06,7.31,3.61,19.83,8.21,41.93,10.33,7501.72,0.53,0,0,20,High
2020-11-09,32.25,21.24,25.38,78.61,8.04,0.68,21.17,9.3,40.12,12.09,2068.03,0.46,0,0,16,Moderate
2020-11-10,32.99,21.85,25.45,72.51,8.35,1.69,29.13,9.84,40.24,10.13,7959.24,0.75,0,0,18,Moderate
2020-11-11,31.96,20.5,25.52,67.69,9.05,2.04,37.97,11.12,38.73,19.09,6301.11,0.46,0,0,22,High
2020-11-12,28.33,22.04,25.59,64.24,10.8,0.17,20.84,13.89,34.75,8.87,5949.28,0.79,0,0,16,Moderate
2020-11-13,29.61,22.15,25.66,84.71,12.15,9.28,14.34,8.5,38.08,9.14,3208.18,0.46,0,0,15,Moderate
2020-11-14,31.71,20.63,25.73,63.01,9.85,0.41,30.05,6.67,38.01,12.18,4593.33,0.18,0,0,16,Moderate
2020-11-15,28.36,21.3,25.8,59.63,10.05,3.59,31.39,8.91,34.32,15.2,5404.38,0.43,0,0,18,Moderate
2020-11-16,32.3,21.4,25.88,76.65,10.43,2.12,25.05,7.47,39.97,13.69,5152.57,0.23,0,0,17,Moderate
2020-11-17,30.47,21.25,25.95,62.04,8.45,0.08,20.53,9.85,36.68,8.63,5787.38,0.52,0,0,14,Moderate
2020-11-18,30.28,24.33,26.03,60.5,7.22,7.76,32.96,5.41,36.33,21.4,1117.86,0.59,0,0,19,High
2020-11-19,32.53,20.97,26.11,55.56,4.73,5.73,29.22,12.74,38.09,21.34,3167.36,0.43,0,0,19,High
2020-11-20,32.08,21.27,26.19,65.17,7.91,2.23,18.85,9.71,38.59,11.91,3755.0,0.17,0,0,16,Moderate
2020-11-21,30.55,23.79,26.27,69.17,11.42,0.78,25.39,4.63,37.46,18.24,2454.72,0.43,0,0,18,Moderate
2020-11-22,33.67,22.72,26.35,72.43,7.89,0.39,14.19,6.58,40.91,16.1,1794.7,0.16,0,0,20,High
2020-11-23,29.27,22.49,26.43,79.51,9.29,1.35,30.49,9.63,37.22,11.32,1541.96,0.58,0,0,18,Moderate
2020-11-24,32.75,22.72,26.52,75.27,11.4,0.88,22.9,10.35,40.27,11.67,3247.88,0.65,0,0,20,High
2020-11-25,32.79,22.1,26.6,68.09,11.56,2.12,21.51,5.46,39.6,14.88,4200.81,0.77,0,0,19,High
2020-11-26,31.07,20.54,26.69,68.02,6.76,10.18,24.74,9.43,37.87,13.87,972.32,0.2,0,0,19,High
2020-11-27,32.42,21.15,26.77,75.1,12.99,2.57,25.32,4.11,39.93,12.08,7598.44,0.47,0,0,22,High
2020-11-28,29.36,24.83,26.86,82.73,13.38,6.62,32.16,7.82,37.63,19.31,6239.32,0.5,0,0,23,High
2020-11-29,33.8,22.01,26.95,71.26,6.61,3.16,29.73,10.22,40.92,14.74,5981.39,0.75,0,0,24,High
2020-11-30,31.67,21.04,27.04,65.31,7.53,1.93,23.75,6.9,38.2,17.17,1796.45,0.54,0,0,21,High
2020-12-01,31.08,22.55,27.13,60.07,13.57,5.78,31.11,4.99,37.09,10.65,5028.51,0.2,0,0,19,High
2020-12-02,34.32,21.58,27.22,55.55,9.56,1.91,28.21,8.29,39.87,15.47,4472.94,0.41,0,0,19,High
2020-12-03,30.9,20.29,27.31,76.66,3.34,6.09,21.59,6.79,38.57,12.45,7868.52,0.56,0,0,18,Moderate
